timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1776778107343,800,WS Read AI Tutor Chunk,No response,"Read timeout, no response received.",Virtual Student 1-1,,true,,0,0,1,1,null,0,0,0
1776778108547,812,WS Read AI Tutor Chunk,No response,"Read timeout, no response received.",Virtual Student 1-1,,true,,0,0,1,1,null,0,0,0
1776778109761,802,WS Read AI Tutor Chunk,No response,"Read timeout, no response received.",Virtual Student 1-1,,true,,0,0,1,1,null,0,0,0
1776778110965,808,WS Read AI Tutor Chunk,No response,"Read timeout, no response received.",Virtual Student 1-1,,true,,0,0,1,1,null,0,0,0
1776778112177,801,WS Read AI Tutor Chunk,No response,"Read timeout, no response received.",Virtual Student 1-1,,true,,0,0,1,1,null,0,0,0
1776778113393,0,WS Send Sejarah Question,200,OK,Virtual Student 1-1,,true,,0,162,1,1,null,0,0,0
1776778113794,1,Log Sejarah Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776778114199,1,WS Send Sejarah Question,200,OK,Virtual Student 1-1,,true,,0,177,1,1,null,0,0,0
1776778114611,2,Log Sejarah Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776778115018,0,WS Send Sejarah Question,200,OK,Virtual Student 1-1,,true,,0,169,1,1,null,0,0,0
1776778115426,1,Log Sejarah Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776778115828,1,WS Send Sejarah Question,200,OK,Virtual Student 1-1,,true,,0,168,1,1,null,0,0,0
1776778116229,1,Log Sejarah Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776778116636,23,Verify 5 Sejarah Questions Sent,200,Verified 5 Sejarah questions sent,Virtual Student 1-1,text,true,,99,0,1,1,null,0,0,0
1776778117066,8,Initialize Math Question Counter,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776778117493,0,WS Send Math Question,200,OK,Virtual Student 1-1,,true,,0,107,1,1,null,0,0,0
1776778117896,11,Log Math Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776778118314,0,WS Read Math AI Tutor Chunk,200,OK,Virtual Student 1-1,text,true,,164,0,1,1,null,0,0,0
1776778118716,1,WS Read Math AI Tutor Chunk,200,OK,Virtual Student 1-1,text,true,,164,0,1,1,null,0,0,0
1776778119127,0,WS Read Math AI Tutor Chunk,200,OK,Virtual Student 1-1,text,true,,164,0,1,1,null,0,0,0
1776778119529,0,WS Read Math AI Tutor Chunk,200,OK,Virtual Student 1-1,text,true,,164,0,1,1,null,0,0,0
1776778119930,1,WS Read Math AI Tutor Chunk,200,OK,Virtual Student 1-1,text,true,,164,0,1,1,null,0,0,0
1776778120343,802,WS Read Math AI Tutor Chunk,No response,"Read timeout, no response received.",Virtual Student 1-1,,true,,0,0,1,1,null,0,0,0
1776778121551,0,WS Read Math AI Tutor Chunk,200,OK,Virtual Student 1-1,text,true,,3,0,1,1,null,0,0,0
1776778121955,802,WS Read Math AI Tutor Chunk,No response,"Read timeout, no response received.",Virtual Student 1-1,,true,,0,0,1,1,null,0,0,0
1776778123163,0,WS Send Math Question,200,OK,Virtual Student 1-1,,true,,0,118,1,1,null,0,0,0
1776778123566,1,Log Math Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776778123976,0,WS Send Math Question,200,OK,Virtual Student 1-1,,true,,0,154,1,1,null,0,0,0
1776778124378,1,Log Math Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776778124792,1,WS Send Math Question,200,OK,Virtual Student 1-1,,true,,0,128,1,1,null,0,0,0
1776778125194,1,Log Math Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776778125611,1,WS Send Math Question,200,OK,Virtual Student 1-1,,true,,0,114,1,1,null,0,0,0
1776778126026,2,Log Math Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776778126444,45,Verify 5 Math Questions Sent,200,Verified 5 Math questions sent,Virtual Student 1-1,text,true,,96,0,1,1,null,0,0,0
1776778126892,13,Initialize BM Question Counter,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776778127328,0,WS Send BM Question,200,OK,Virtual Student 1-1,,true,,0,139,1,1,null,0,0,0
1776778127744,24,Log BM Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
1776778128176,1,WS Read BM AI Tutor Chunk,200,OK,Virtual Student 1-1,text,true,,164,0,1,1,null,0,0,0
1776778128593,1,WS Read BM AI Tutor Chunk,200,OK,Virtual Student 1-1,text,true,,164,0,1,1,null,0,0,0
1776778129010,1,WS Read BM AI Tutor Chunk,200,OK,Virtual Student 1-1,text,true,,164,0,1,1,null,0,0,0
1776778129427,0,WS Read BM AI Tutor Chunk,200,OK,Virtual Student 1-1,text,true,,164,0,1,1,null,0,0,0
1776778129842,0,WS Read BM AI Tutor Chunk,200,OK,Virtual Student 1-1,text,true,,164,0,1,1,null,0,0,0
1776778130244,800,WS Read BM AI Tutor Chunk,No response,"Read timeout, no response received.",Virtual Student 1-1,,true,,0,0,1,1,null,0,0,0
1776778131459,801,WS Read BM AI Tutor Chunk,No response,"Read timeout, no response received.",Virtual Student 1-1,,true,,0,0,1,1,null,0,0,0
1776778132677,800,WS Read BM AI Tutor Chunk,No response,"Read timeout, no response received.",Virtual Student 1-1,,true,,0,0,1,1,null,0,0,0
1776778133879,0,WS Send BM Question,200,OK,Virtual Student 1-1,,true,,0,139,1,1,null,0,0,0
1776778134294,2,Log BM Question Sent,200,OK,Virtual Student 1-1,text,true,,0,0,1,1,null,0,0,0
